Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier
	Town of Caledonia		Caledonia	1965	A19341	85	[1:17,000 approximately]	43.074405	-79.953775	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Caledonia_1965_A19341-85.jpg			National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1965	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows Town of Caledonia. Source: National Air Photo Library [Caledonia].				North America	Canada	Ontario		Haldimand			Caledonia	on photocopied NTS 1:50,000 map		_A19341	AirPhotos_Caledonia_1965_A19341-85
	Town of Caledonia		Caledonia	1965	A19341	86	[1:17,000 approximately]	43.074907	-79.935751	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Caledonia_1965_A19341-86.jpg			National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1965	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows Town of Caledonia. Source: National Air Photo Library [Caledonia].				North America	Canada	Ontario		Haldimand			Caledonia	on photocopied NTS 1:50,000 map		_A19341	AirPhotos_Caledonia_1965_A19341-86
	Town of Caledonia		Caledonia	1965	A19341	87	[1:17,000 approximately]	43.075471	-79.917212	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Caledonia_1965_A19341-87.jpg			National Air Photo Library (Canada)		[Publisher unknown]	[Place of publication unknown]	1965	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows Town of Caledonia. Source: National Air Photo Library [Caledonia].				North America	Canada	Ontario		Haldimand			Caledonia	on photocopied NTS 1:50,000 map		_A19341	AirPhotos_Caledonia_1965_A19341-87
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	1	1:12,000	43.239826	-79.667358	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-1.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-1
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	2	1:12,000	43.239826	-79.674397	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-2.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-2
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	3	1:12,000	43.239576	-79.68195	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-3.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-3
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	4	1:12,000	43.239763	-79.687872	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-4.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-4
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	5	1:12,000	43.239826	-79.693623	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-5.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-5
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	6	1:12,000	43.240076	-79.699717	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-6.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-6
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	7	1:12,000	43.240138	-79.706841	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-7.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-7
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	8	1:12,000	43.240201	-79.714651	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-8.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-8
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	9	1:12,000	43.240451	-79.72023	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-9.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-9
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	10	1:12,000	43.240638	-79.726839	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-10.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-10
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	11	1:12,000	43.240889	-79.732847	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-11.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-11
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	12	1:12,000	43.240951	-79.738426	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-12.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-12
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	13	1:12,000	43.241139	-79.745121	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-13.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-13
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	14	1:12,000	43.240889	-79.75173	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-14.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-14
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	15	1:12,000	43.241014	-79.757996	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-15.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-15
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	16	1:12,000	43.241076	-79.764175	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-16.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-16
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	17	1:12,000	43.241201	-79.770269	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-17.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-17
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	18	1:12,000	43.226224	-79.615688	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-18.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-18
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	19	1:12,000	43.226256	-79.622083	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-19.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-19
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	20	1:12,000	43.226224	-79.62822	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-20.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-20
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	21	1:12,000	43.226224	-79.635901	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-21.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-21
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	22	1:12,000	43.22635	-79.644141	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-22.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-22
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	23	1:12,000	43.226037	-79.651651	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-23.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-23
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	24	1:12,000	43.226162	-79.658132	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-24.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-24
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	25	1:12,000	43.226193	-79.664268	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-25.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-25
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	26	1:12,000	43.226224	-79.671907	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-26.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-26
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	27	1:12,000	43.226412	-79.678946	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-27.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-27
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	28	1:12,000	43.226537	-79.686112	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-28.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-28
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	29	1:12,000	43.226568	-79.69285	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-29.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-29
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	30	1:12,000	43.226725	-79.699931	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-30.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-30
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	31	1:12,000	43.226819	-79.706926	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-31.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-31
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	32	1:12,000	43.22685	-79.713321	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-32.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-32
	Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor		Hamilton	5/1/1966	664-EXP	33	1:12,000	43.227038	-79.719543	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_Hamilton_1966_664-EXP-33.jpg					[Publisher unknown]	[Place of publication unknown]	1966	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		on photocopied 1:50,000 NTS map		_664-EXP	AirPhotos_Hamilton_1966_664-EXP-33
